r1	r2	sample	BC
CLL_10-7434_S29_L006_R1_001.fastq.gz	CLL_10-7434_S29_L006_R2_001.fastq.gz	CLL_10-7434_S29_L006	ZNWPJAGA
CLL_10-7434_S301_L001_R1_001.fastq.gz	CLL_10-7434_S301_L001_R2_001.fastq.gz	CLL_10-7434_S301_L001	QVFFHNZT
CLL_10-7434_S302_L001_R1_001.fastq.gz	CLL_10-7434_S302_L001_R2_001.fastq.gz	CLL_10-7434_S302_L001	HFSIXLLN
CLL_10-7434_S305_L007_R1_001.fastq.gz	CLL_10-7434_S305_L007_R2_001.fastq.gz	CLL_10-7434_S305_L007	MUKPFHBP
CLL_10-7434_S307_L006_R1_001.fastq.gz	CLL_10-7434_S307_L006_R2_001.fastq.gz	CLL_10-7434_S307_L006	AIFTICXG
CLL_10-7434_S309_L001_R1_001.fastq.gz	CLL_10-7434_S309_L001_R2_001.fastq.gz	CLL_10-7434_S309_L001	ERQRIDPK
CLL_10-7434_S309_L006_R1_001.fastq.gz	CLL_10-7434_S309_L006_R2_001.fastq.gz	CLL_10-7434_S309_L006	GIOLNBRH
CLL_10-7434_S309_L007_R1_001.fastq.gz	CLL_10-7434_S309_L007_R2_001.fastq.gz	CLL_10-7434_S309_L007	CTAOGOYV
CLL_10-7434_S310_L001_R1_001.fastq.gz	CLL_10-7434_S310_L001_R2_001.fastq.gz	CLL_10-7434_S310_L001	QGRBKDCA
CLL_10-7434_S310_L006_R1_001.fastq.gz	CLL_10-7434_S310_L006_R2_001.fastq.gz	CLL_10-7434_S310_L006	MRUSROTA
CLL_10-7434_S311_L006_R1_001.fastq.gz	CLL_10-7434_S311_L006_R2_001.fastq.gz	CLL_10-7434_S311_L006	AMCBLRPB
CLL_10-7434_S312_L006_R1_001.fastq.gz	CLL_10-7434_S312_L006_R2_001.fastq.gz	CLL_10-7434_S312_L006	GYKNXGIN
CLL_10-7434_S314_L006_R1_001.fastq.gz	CLL_10-7434_S314_L006_R2_001.fastq.gz	CLL_10-7434_S314_L006	RMIBEFQO
CLL_10-7434_S316_L006_R1_001.fastq.gz	CLL_10-7434_S316_L006_R2_001.fastq.gz	CLL_10-7434_S316_L006	RQGETJQD
CLL_10-7434_S317_L001_R1_001.fastq.gz	CLL_10-7434_S317_L001_R2_001.fastq.gz	CLL_10-7434_S317_L001	LRABCJAF
CLL_10-7434_S319_L007_R1_001.fastq.gz	CLL_10-7434_S319_L007_R2_001.fastq.gz	CLL_10-7434_S319_L007	JLQSAWIW
CLL_10-7434_S320_L001_R1_001.fastq.gz	CLL_10-7434_S320_L001_R2_001.fastq.gz	CLL_10-7434_S320_L001	QKFQWHGM
CLL_10-7434_S320_L006_R1_001.fastq.gz	CLL_10-7434_S320_L006_R2_001.fastq.gz	CLL_10-7434_S320_L006	VOEOKBOT
CLL_10-7434_S321_L007_R1_001.fastq.gz	CLL_10-7434_S321_L007_R2_001.fastq.gz	CLL_10-7434_S321_L007	XMCYVICA
CLL_10-7434_S322_L006_R1_001.fastq.gz	CLL_10-7434_S322_L006_R2_001.fastq.gz	CLL_10-7434_S322_L006	BUOBIUIF
CLL_10-7434_S323_L007_R1_001.fastq.gz	CLL_10-7434_S323_L007_R2_001.fastq.gz	CLL_10-7434_S323_L007	VCMPQKIB
CLL_10-7434_S328_L001_R1_001.fastq.gz	CLL_10-7434_S328_L001_R2_001.fastq.gz	CLL_10-7434_S328_L001	OJGPJIWJ
CLL_10-7434_S328_L007_R1_001.fastq.gz	CLL_10-7434_S328_L007_R2_001.fastq.gz	CLL_10-7434_S328_L007	PQCNSEEL
CLL_10-7434_S32_L007_R1_001.fastq.gz	CLL_10-7434_S32_L007_R2_001.fastq.gz	CLL_10-7434_S32_L007	JYYAHJXZ
CLL_10-7434_S330_L006_R1_001.fastq.gz	CLL_10-7434_S330_L006_R2_001.fastq.gz	CLL_10-7434_S330_L006	TNQRVSKV
CLL_10-7434_S331_L001_R1_001.fastq.gz	CLL_10-7434_S331_L001_R2_001.fastq.gz	CLL_10-7434_S331_L001	VODCIUBS
CLL_10-7434_S334_L001_R1_001.fastq.gz	CLL_10-7434_S334_L001_R2_001.fastq.gz	CLL_10-7434_S334_L001	TQGCWXPD
CLL_10-7434_S334_L007_R1_001.fastq.gz	CLL_10-7434_S334_L007_R2_001.fastq.gz	CLL_10-7434_S334_L007	SRNPRDXC
CLL_10-7434_S336_L007_R1_001.fastq.gz	CLL_10-7434_S336_L007_R2_001.fastq.gz	CLL_10-7434_S336_L007	WVVFYKLO
CLL_10-7434_S337_L001_R1_001.fastq.gz	CLL_10-7434_S337_L001_R2_001.fastq.gz	CLL_10-7434_S337_L001	VAWNZWXD
CLL_10-7434_S338_L001_R1_001.fastq.gz	CLL_10-7434_S338_L001_R2_001.fastq.gz	CLL_10-7434_S338_L001	BLYIVDDK
CLL_10-7434_S339_L007_R1_001.fastq.gz	CLL_10-7434_S339_L007_R2_001.fastq.gz	CLL_10-7434_S339_L007	TFIPZKDR
CLL_10-7434_S33_L001_R1_001.fastq.gz	CLL_10-7434_S33_L001_R2_001.fastq.gz	CLL_10-7434_S33_L001	ORAPUVLY
CLL_10-7434_S340_L001_R1_001.fastq.gz	CLL_10-7434_S340_L001_R2_001.fastq.gz	CLL_10-7434_S340_L001	WMHGRBGE
CLL_10-7434_S340_L006_R1_001.fastq.gz	CLL_10-7434_S340_L006_R2_001.fastq.gz	CLL_10-7434_S340_L006	TDGGGWEO
CLL_10-7434_S341_L007_R1_001.fastq.gz	CLL_10-7434_S341_L007_R2_001.fastq.gz	CLL_10-7434_S341_L007	EETHNLJM
CLL_10-7434_S343_L001_R1_001.fastq.gz	CLL_10-7434_S343_L001_R2_001.fastq.gz	CLL_10-7434_S343_L001	OXUAJUMU
CLL_10-7434_S344_L001_R1_001.fastq.gz	CLL_10-7434_S344_L001_R2_001.fastq.gz	CLL_10-7434_S344_L001	KYVTRIEW
CLL_10-7434_S346_L006_R1_001.fastq.gz	CLL_10-7434_S346_L006_R2_001.fastq.gz	CLL_10-7434_S346_L006	DXXOIXJP
CLL_10-7434_S348_L007_R1_001.fastq.gz	CLL_10-7434_S348_L007_R2_001.fastq.gz	CLL_10-7434_S348_L007	MNKDRUXP
CLL_10-7434_S349_L007_R1_001.fastq.gz	CLL_10-7434_S349_L007_R2_001.fastq.gz	CLL_10-7434_S349_L007	VTGSNLSE
CLL_10-7434_S351_L001_R1_001.fastq.gz	CLL_10-7434_S351_L001_R2_001.fastq.gz	CLL_10-7434_S351_L001	ZVSEACDB
CLL_10-7434_S354_L001_R1_001.fastq.gz	CLL_10-7434_S354_L001_R2_001.fastq.gz	CLL_10-7434_S354_L001	JSUNRLVQ
CLL_10-7434_S355_L006_R1_001.fastq.gz	CLL_10-7434_S355_L006_R2_001.fastq.gz	CLL_10-7434_S355_L006	KCHFKRMY
CLL_10-7434_S357_L007_R1_001.fastq.gz	CLL_10-7434_S357_L007_R2_001.fastq.gz	CLL_10-7434_S357_L007	OLBEVLLI
CLL_10-7434_S358_L001_R1_001.fastq.gz	CLL_10-7434_S358_L001_R2_001.fastq.gz	CLL_10-7434_S358_L001	LFYTYFYC
CLL_10-7434_S358_L006_R1_001.fastq.gz	CLL_10-7434_S358_L006_R2_001.fastq.gz	CLL_10-7434_S358_L006	AEVDGSCM
CLL_10-7434_S360_L001_R1_001.fastq.gz	CLL_10-7434_S360_L001_R2_001.fastq.gz	CLL_10-7434_S360_L001	TILDOBZR
CLL_10-7434_S360_L007_R1_001.fastq.gz	CLL_10-7434_S360_L007_R2_001.fastq.gz	CLL_10-7434_S360_L007	JSQQPLWN
CLL_10-7434_S362_L001_R1_001.fastq.gz	CLL_10-7434_S362_L001_R2_001.fastq.gz	CLL_10-7434_S362_L001	PJAXOMKN
CLL_10-7434_S362_L006_R1_001.fastq.gz	CLL_10-7434_S362_L006_R2_001.fastq.gz	CLL_10-7434_S362_L006	ASWIGUDG
CLL_10-7434_S363_L006_R1_001.fastq.gz	CLL_10-7434_S363_L006_R2_001.fastq.gz	CLL_10-7434_S363_L006	VWBQLFIP
CLL_10-7434_S365_L001_R1_001.fastq.gz	CLL_10-7434_S365_L001_R2_001.fastq.gz	CLL_10-7434_S365_L001	BOUORJPA
CLL_10-7434_S366_L001_R1_001.fastq.gz	CLL_10-7434_S366_L001_R2_001.fastq.gz	CLL_10-7434_S366_L001	SKPYEGRA
CLL_10-7434_S367_L006_R1_001.fastq.gz	CLL_10-7434_S367_L006_R2_001.fastq.gz	CLL_10-7434_S367_L006	UWQGXMZH
CLL_10-7434_S368_L001_R1_001.fastq.gz	CLL_10-7434_S368_L001_R2_001.fastq.gz	CLL_10-7434_S368_L001	OBRIIDBQ
CLL_10-7434_S369_L001_R1_001.fastq.gz	CLL_10-7434_S369_L001_R2_001.fastq.gz	CLL_10-7434_S369_L001	YMVBGGFR
CLL_10-7434_S36_L007_R1_001.fastq.gz	CLL_10-7434_S36_L007_R2_001.fastq.gz	CLL_10-7434_S36_L007	ZKZGFNVI
CLL_10-7434_S370_L001_R1_001.fastq.gz	CLL_10-7434_S370_L001_R2_001.fastq.gz	CLL_10-7434_S370_L001	TYWCTJZJ
CLL_10-7434_S370_L007_R1_001.fastq.gz	CLL_10-7434_S370_L007_R2_001.fastq.gz	CLL_10-7434_S370_L007	WZVTZMWX
CLL_10-7434_S372_L006_R1_001.fastq.gz	CLL_10-7434_S372_L006_R2_001.fastq.gz	CLL_10-7434_S372_L006	UMNHPBZR
CLL_10-7434_S372_L007_R1_001.fastq.gz	CLL_10-7434_S372_L007_R2_001.fastq.gz	CLL_10-7434_S372_L007	TQBEJVOD
CLL_10-7434_S373_L007_R1_001.fastq.gz	CLL_10-7434_S373_L007_R2_001.fastq.gz	CLL_10-7434_S373_L007	OGWCUZVS
CLL_10-7434_S374_L006_R1_001.fastq.gz	CLL_10-7434_S374_L006_R2_001.fastq.gz	CLL_10-7434_S374_L006	VHOYHZRV
CLL_10-7434_S375_L001_R1_001.fastq.gz	CLL_10-7434_S375_L001_R2_001.fastq.gz	CLL_10-7434_S375_L001	YLEPOOLX
CLL_10-7434_S375_L006_R1_001.fastq.gz	CLL_10-7434_S375_L006_R2_001.fastq.gz	CLL_10-7434_S375_L006	XYATGJQF
CLL_10-7434_S376_L007_R1_001.fastq.gz	CLL_10-7434_S376_L007_R2_001.fastq.gz	CLL_10-7434_S376_L007	RFZHZANB
CLL_10-7434_S37_L006_R1_001.fastq.gz	CLL_10-7434_S37_L006_R2_001.fastq.gz	CLL_10-7434_S37_L006	BSACPHVD
CLL_10-7434_S381_L006_R1_001.fastq.gz	CLL_10-7434_S381_L006_R2_001.fastq.gz	CLL_10-7434_S381_L006	LGGDCLHN
CLL_10-7434_S381_L007_R1_001.fastq.gz	CLL_10-7434_S381_L007_R2_001.fastq.gz	CLL_10-7434_S381_L007	SRSNHCVE
CLL_10-7434_S383_L007_R1_001.fastq.gz	CLL_10-7434_S383_L007_R2_001.fastq.gz	CLL_10-7434_S383_L007	CMWUREPM
CLL_10-7434_S384_L001_R1_001.fastq.gz	CLL_10-7434_S384_L001_R2_001.fastq.gz	CLL_10-7434_S384_L001	BHUBYMCT
CLL_10-7434_S40_L001_R1_001.fastq.gz	CLL_10-7434_S40_L001_R2_001.fastq.gz	CLL_10-7434_S40_L001	DGAYUJWH
CLL_10-7434_S42_L006_R1_001.fastq.gz	CLL_10-7434_S42_L006_R2_001.fastq.gz	CLL_10-7434_S42_L006	ZQODZTVM
CLL_10-7434_S42_L007_R1_001.fastq.gz	CLL_10-7434_S42_L007_R2_001.fastq.gz	CLL_10-7434_S42_L007	CJEKWJLJ
CLL_10-7434_S46_L007_R1_001.fastq.gz	CLL_10-7434_S46_L007_R2_001.fastq.gz	CLL_10-7434_S46_L007	ZLZXNXJK
CLL_10-7434_S49_L001_R1_001.fastq.gz	CLL_10-7434_S49_L001_R2_001.fastq.gz	CLL_10-7434_S49_L001	ZKHCOEWU
CLL_10-7434_S50_L001_R1_001.fastq.gz	CLL_10-7434_S50_L001_R2_001.fastq.gz	CLL_10-7434_S50_L001	EBETBSKG
CLL_10-7434_S50_L006_R1_001.fastq.gz	CLL_10-7434_S50_L006_R2_001.fastq.gz	CLL_10-7434_S50_L006	VAUGTURR
CLL_10-7434_S52_L007_R1_001.fastq.gz	CLL_10-7434_S52_L007_R2_001.fastq.gz	CLL_10-7434_S52_L007	SGIEEUEY
CLL_10-7434_S54_L006_R1_001.fastq.gz	CLL_10-7434_S54_L006_R2_001.fastq.gz	CLL_10-7434_S54_L006	ATMGCMBQ
CLL_10-7434_S54_L007_R1_001.fastq.gz	CLL_10-7434_S54_L007_R2_001.fastq.gz	CLL_10-7434_S54_L007	DKQHCWUZ
CLL_10-7434_S57_L007_R1_001.fastq.gz	CLL_10-7434_S57_L007_R2_001.fastq.gz	CLL_10-7434_S57_L007	RZJBRZMT
CLL_10-7434_S5_L006_R1_001.fastq.gz	CLL_10-7434_S5_L006_R2_001.fastq.gz	CLL_10-7434_S5_L006	QBDFIPFK
CLL_10-7434_S5_L007_R1_001.fastq.gz	CLL_10-7434_S5_L007_R2_001.fastq.gz	CLL_10-7434_S5_L007	LAVIOLAU
CLL_10-7434_S60_L006_R1_001.fastq.gz	CLL_10-7434_S60_L006_R2_001.fastq.gz	CLL_10-7434_S60_L006	LVQBNXTO
CLL_10-7434_S60_L007_R1_001.fastq.gz	CLL_10-7434_S60_L007_R2_001.fastq.gz	CLL_10-7434_S60_L007	RFZSIOSQ
CLL_10-7434_S63_L006_R1_001.fastq.gz	CLL_10-7434_S63_L006_R2_001.fastq.gz	CLL_10-7434_S63_L006	JITBWLYN
CLL_10-7434_S64_L001_R1_001.fastq.gz	CLL_10-7434_S64_L001_R2_001.fastq.gz	CLL_10-7434_S64_L001	YSYXOBUY
CLL_10-7434_S65_L001_R1_001.fastq.gz	CLL_10-7434_S65_L001_R2_001.fastq.gz	CLL_10-7434_S65_L001	MJKLTHZV
CLL_10-7434_S66_L006_R1_001.fastq.gz	CLL_10-7434_S66_L006_R2_001.fastq.gz	CLL_10-7434_S66_L006	OFEVFZER
CLL_10-7434_S68_L006_R1_001.fastq.gz	CLL_10-7434_S68_L006_R2_001.fastq.gz	CLL_10-7434_S68_L006	WDBSYVCC
CLL_10-7434_S70_L001_R1_001.fastq.gz	CLL_10-7434_S70_L001_R2_001.fastq.gz	CLL_10-7434_S70_L001	WRYLYRLF
CLL_10-7434_S70_L006_R1_001.fastq.gz	CLL_10-7434_S70_L006_R2_001.fastq.gz	CLL_10-7434_S70_L006	VTMLOSXH
CLL_10-7434_S70_L007_R1_001.fastq.gz	CLL_10-7434_S70_L007_R2_001.fastq.gz	CLL_10-7434_S70_L007	CJGLQBPJ
CLL_10-7434_S71_L006_R1_001.fastq.gz	CLL_10-7434_S71_L006_R2_001.fastq.gz	CLL_10-7434_S71_L006	KOOIKRFH
CLL_10-7434_S71_L007_R1_001.fastq.gz	CLL_10-7434_S71_L007_R2_001.fastq.gz	CLL_10-7434_S71_L007	CYXVJRTJ
CLL_10-7434_S73_L001_R1_001.fastq.gz	CLL_10-7434_S73_L001_R2_001.fastq.gz	CLL_10-7434_S73_L001	CNCDIEQC
CLL_10-7434_S75_L006_R1_001.fastq.gz	CLL_10-7434_S75_L006_R2_001.fastq.gz	CLL_10-7434_S75_L006	QAFEAHLG
CLL_10-7434_S75_L007_R1_001.fastq.gz	CLL_10-7434_S75_L007_R2_001.fastq.gz	CLL_10-7434_S75_L007	QZEAGPHX
CLL_10-7434_S76_L006_R1_001.fastq.gz	CLL_10-7434_S76_L006_R2_001.fastq.gz	CLL_10-7434_S76_L006	CBNOXOHF
CLL_10-7434_S76_L007_R1_001.fastq.gz	CLL_10-7434_S76_L007_R2_001.fastq.gz	CLL_10-7434_S76_L007	CXYVUEAY
CLL_10-7434_S77_L006_R1_001.fastq.gz	CLL_10-7434_S77_L006_R2_001.fastq.gz	CLL_10-7434_S77_L006	DMUVVFPL
CLL_10-7434_S78_L006_R1_001.fastq.gz	CLL_10-7434_S78_L006_R2_001.fastq.gz	CLL_10-7434_S78_L006	OBYGZGDH
CLL_10-7434_S80_L001_R1_001.fastq.gz	CLL_10-7434_S80_L001_R2_001.fastq.gz	CLL_10-7434_S80_L001	HNVDEKEP
CLL_10-7434_S85_L001_R1_001.fastq.gz	CLL_10-7434_S85_L001_R2_001.fastq.gz	CLL_10-7434_S85_L001	XSELAEPF
CLL_10-7434_S86_L006_R1_001.fastq.gz	CLL_10-7434_S86_L006_R2_001.fastq.gz	CLL_10-7434_S86_L006	QCUQRUDK
CLL_10-7434_S88_L007_R1_001.fastq.gz	CLL_10-7434_S88_L007_R2_001.fastq.gz	CLL_10-7434_S88_L007	PQFCBUXP
CLL_10-7434_S89_L006_R1_001.fastq.gz	CLL_10-7434_S89_L006_R2_001.fastq.gz	CLL_10-7434_S89_L006	AZIBXRLS
CLL_10-7434_S8_L006_R1_001.fastq.gz	CLL_10-7434_S8_L006_R2_001.fastq.gz	CLL_10-7434_S8_L006	OTPCLOSV
CLL_10-7434_S97_L006_R1_001.fastq.gz	CLL_10-7434_S97_L006_R2_001.fastq.gz	CLL_10-7434_S97_L006	SVYOPRQO
CLL_10-7434_S97_L007_R1_001.fastq.gz	CLL_10-7434_S97_L007_R2_001.fastq.gz	CLL_10-7434_S97_L007	WOKGYXNC
CLL_10-7434_S99_L001_R1_001.fastq.gz	CLL_10-7434_S99_L001_R2_001.fastq.gz	CLL_10-7434_S99_L001	OMNQOSQO
CLL_10-7434_S99_L006_R1_001.fastq.gz	CLL_10-7434_S99_L006_R2_001.fastq.gz	CLL_10-7434_S99_L006	WSSAAYXA
CLL_10-7434_S9_L007_R1_001.fastq.gz	CLL_10-7434_S9_L007_R2_001.fastq.gz	CLL_10-7434_S9_L007	RVZOCYVX
CLL_14-2116_S102_L006_R1_001.fastq.gz	CLL_14-2116_S102_L006_R2_001.fastq.gz	CLL_14-2116_S102_L006	QQAKWXJC
CLL_14-2116_S104_L001_R1_001.fastq.gz	CLL_14-2116_S104_L001_R2_001.fastq.gz	CLL_14-2116_S104_L001	UOVMHMDD
CLL_14-2116_S105_L007_R1_001.fastq.gz	CLL_14-2116_S105_L007_R2_001.fastq.gz	CLL_14-2116_S105_L007	ENPXZCRC
CLL_14-2116_S106_L001_R1_001.fastq.gz	CLL_14-2116_S106_L001_R2_001.fastq.gz	CLL_14-2116_S106_L001	RGXQEJCW
CLL_14-2116_S108_L006_R1_001.fastq.gz	CLL_14-2116_S108_L006_R2_001.fastq.gz	CLL_14-2116_S108_L006	WCLDBTZE
CLL_14-2116_S10_L006_R1_001.fastq.gz	CLL_14-2116_S10_L006_R2_001.fastq.gz	CLL_14-2116_S10_L006	BEZQPAAR
CLL_14-2116_S110_L001_R1_001.fastq.gz	CLL_14-2116_S110_L001_R2_001.fastq.gz	CLL_14-2116_S110_L001	HEEWHWML
CLL_14-2116_S111_L006_R1_001.fastq.gz	CLL_14-2116_S111_L006_R2_001.fastq.gz	CLL_14-2116_S111_L006	YMGLDVHW
CLL_14-2116_S113_L007_R1_001.fastq.gz	CLL_14-2116_S113_L007_R2_001.fastq.gz	CLL_14-2116_S113_L007	CIQSSUUN
CLL_14-2116_S114_L006_R1_001.fastq.gz	CLL_14-2116_S114_L006_R2_001.fastq.gz	CLL_14-2116_S114_L006	QSHJPPSC
CLL_14-2116_S115_L001_R1_001.fastq.gz	CLL_14-2116_S115_L001_R2_001.fastq.gz	CLL_14-2116_S115_L001	AIRTESDE
CLL_14-2116_S115_L006_R1_001.fastq.gz	CLL_14-2116_S115_L006_R2_001.fastq.gz	CLL_14-2116_S115_L006	YUFPVOZF
CLL_14-2116_S116_L006_R1_001.fastq.gz	CLL_14-2116_S116_L006_R2_001.fastq.gz	CLL_14-2116_S116_L006	GSSIDMLI
CLL_14-2116_S117_L001_R1_001.fastq.gz	CLL_14-2116_S117_L001_R2_001.fastq.gz	CLL_14-2116_S117_L001	GRAKXORM
CLL_14-2116_S119_L001_R1_001.fastq.gz	CLL_14-2116_S119_L001_R2_001.fastq.gz	CLL_14-2116_S119_L001	TJZBKYRZ
CLL_14-2116_S123_L006_R1_001.fastq.gz	CLL_14-2116_S123_L006_R2_001.fastq.gz	CLL_14-2116_S123_L006	EUNJPYDS
CLL_14-2116_S125_L001_R1_001.fastq.gz	CLL_14-2116_S125_L001_R2_001.fastq.gz	CLL_14-2116_S125_L001	BDDFOSXK
CLL_14-2116_S125_L007_R1_001.fastq.gz	CLL_14-2116_S125_L007_R2_001.fastq.gz	CLL_14-2116_S125_L007	ETZGVQNP
CLL_14-2116_S126_L001_R1_001.fastq.gz	CLL_14-2116_S126_L001_R2_001.fastq.gz	CLL_14-2116_S126_L001	QVMMKCNI
CLL_14-2116_S126_L007_R1_001.fastq.gz	CLL_14-2116_S126_L007_R2_001.fastq.gz	CLL_14-2116_S126_L007	QUSIBAIV
CLL_14-2116_S127_L001_R1_001.fastq.gz	CLL_14-2116_S127_L001_R2_001.fastq.gz	CLL_14-2116_S127_L001	AFZHKICQ
CLL_14-2116_S128_L001_R1_001.fastq.gz	CLL_14-2116_S128_L001_R2_001.fastq.gz	CLL_14-2116_S128_L001	NTPSBYOQ
CLL_14-2116_S128_L006_R1_001.fastq.gz	CLL_14-2116_S128_L006_R2_001.fastq.gz	CLL_14-2116_S128_L006	AZCBJESK
CLL_14-2116_S12_L001_R1_001.fastq.gz	CLL_14-2116_S12_L001_R2_001.fastq.gz	CLL_14-2116_S12_L001	HFZZMPXA
CLL_14-2116_S134_L006_R1_001.fastq.gz	CLL_14-2116_S134_L006_R2_001.fastq.gz	CLL_14-2116_S134_L006	UPGRMAMC
CLL_14-2116_S136_L001_R1_001.fastq.gz	CLL_14-2116_S136_L001_R2_001.fastq.gz	CLL_14-2116_S136_L001	GGLCXAJV
CLL_14-2116_S138_L001_R1_001.fastq.gz	CLL_14-2116_S138_L001_R2_001.fastq.gz	CLL_14-2116_S138_L001	HVPQYEXW
CLL_14-2116_S139_L007_R1_001.fastq.gz	CLL_14-2116_S139_L007_R2_001.fastq.gz	CLL_14-2116_S139_L007	XLXHWVQK
CLL_14-2116_S141_L006_R1_001.fastq.gz	CLL_14-2116_S141_L006_R2_001.fastq.gz	CLL_14-2116_S141_L006	VHJRCKZM
CLL_14-2116_S144_L006_R1_001.fastq.gz	CLL_14-2116_S144_L006_R2_001.fastq.gz	CLL_14-2116_S144_L006	AQYDVYBV
CLL_14-2116_S144_L007_R1_001.fastq.gz	CLL_14-2116_S144_L007_R2_001.fastq.gz	CLL_14-2116_S144_L007	FLFGXGDK
CLL_14-2116_S145_L006_R1_001.fastq.gz	CLL_14-2116_S145_L006_R2_001.fastq.gz	CLL_14-2116_S145_L006	YNPPLEFU
CLL_14-2116_S147_L007_R1_001.fastq.gz	CLL_14-2116_S147_L007_R2_001.fastq.gz	CLL_14-2116_S147_L007	UFWNPCKU
CLL_14-2116_S148_L001_R1_001.fastq.gz	CLL_14-2116_S148_L001_R2_001.fastq.gz	CLL_14-2116_S148_L001	LXZHHLNA
CLL_14-2116_S148_L006_R1_001.fastq.gz	CLL_14-2116_S148_L006_R2_001.fastq.gz	CLL_14-2116_S148_L006	PXIXZPRA
CLL_14-2116_S149_L006_R1_001.fastq.gz	CLL_14-2116_S149_L006_R2_001.fastq.gz	CLL_14-2116_S149_L006	OUSUYEQM
CLL_14-2116_S149_L007_R1_001.fastq.gz	CLL_14-2116_S149_L007_R2_001.fastq.gz	CLL_14-2116_S149_L007	OBHDEFOT
CLL_14-2116_S150_L007_R1_001.fastq.gz	CLL_14-2116_S150_L007_R2_001.fastq.gz	CLL_14-2116_S150_L007	OFMEUACY
CLL_14-2116_S158_L001_R1_001.fastq.gz	CLL_14-2116_S158_L001_R2_001.fastq.gz	CLL_14-2116_S158_L001	YKJXZYIE
CLL_14-2116_S158_L007_R1_001.fastq.gz	CLL_14-2116_S158_L007_R2_001.fastq.gz	CLL_14-2116_S158_L007	ZTNNTDQZ
CLL_14-2116_S15_L006_R1_001.fastq.gz	CLL_14-2116_S15_L006_R2_001.fastq.gz	CLL_14-2116_S15_L006	KNTSLCQS
CLL_14-2116_S161_L001_R1_001.fastq.gz	CLL_14-2116_S161_L001_R2_001.fastq.gz	CLL_14-2116_S161_L001	AJTAQRTG
CLL_14-2116_S163_L007_R1_001.fastq.gz	CLL_14-2116_S163_L007_R2_001.fastq.gz	CLL_14-2116_S163_L007	MEFUTSDF
CLL_14-2116_S166_L006_R1_001.fastq.gz	CLL_14-2116_S166_L006_R2_001.fastq.gz	CLL_14-2116_S166_L006	XUUBYNTV
CLL_14-2116_S166_L007_R1_001.fastq.gz	CLL_14-2116_S166_L007_R2_001.fastq.gz	CLL_14-2116_S166_L007	UTHBKEYE
CLL_14-2116_S169_L001_R1_001.fastq.gz	CLL_14-2116_S169_L001_R2_001.fastq.gz	CLL_14-2116_S169_L001	IGNZJSKU
CLL_14-2116_S16_L007_R1_001.fastq.gz	CLL_14-2116_S16_L007_R2_001.fastq.gz	CLL_14-2116_S16_L007	HKEJHOPO
CLL_14-2116_S170_L006_R1_001.fastq.gz	CLL_14-2116_S170_L006_R2_001.fastq.gz	CLL_14-2116_S170_L006	UXRHUFOU
CLL_14-2116_S171_L006_R1_001.fastq.gz	CLL_14-2116_S171_L006_R2_001.fastq.gz	CLL_14-2116_S171_L006	NQIUGULJ
CLL_14-2116_S171_L007_R1_001.fastq.gz	CLL_14-2116_S171_L007_R2_001.fastq.gz	CLL_14-2116_S171_L007	BHMDNHVL
CLL_14-2116_S176_L007_R1_001.fastq.gz	CLL_14-2116_S176_L007_R2_001.fastq.gz	CLL_14-2116_S176_L007	LHUIZTQO
CLL_14-2116_S177_L001_R1_001.fastq.gz	CLL_14-2116_S177_L001_R2_001.fastq.gz	CLL_14-2116_S177_L001	LIDDZHPY
CLL_14-2116_S178_L001_R1_001.fastq.gz	CLL_14-2116_S178_L001_R2_001.fastq.gz	CLL_14-2116_S178_L001	TMULXVUK
CLL_14-2116_S179_L006_R1_001.fastq.gz	CLL_14-2116_S179_L006_R2_001.fastq.gz	CLL_14-2116_S179_L006	KDZNTPRH
CLL_14-2116_S17_L001_R1_001.fastq.gz	CLL_14-2116_S17_L001_R2_001.fastq.gz	CLL_14-2116_S17_L001	BOHFORRZ
CLL_14-2116_S181_L001_R1_001.fastq.gz	CLL_14-2116_S181_L001_R2_001.fastq.gz	CLL_14-2116_S181_L001	BOQESOIN
CLL_14-2116_S188_L001_R1_001.fastq.gz	CLL_14-2116_S188_L001_R2_001.fastq.gz	CLL_14-2116_S188_L001	BHDCAYEG
CLL_14-2116_S189_L007_R1_001.fastq.gz	CLL_14-2116_S189_L007_R2_001.fastq.gz	CLL_14-2116_S189_L007	LOWCQOLH
CLL_14-2116_S18_L006_R1_001.fastq.gz	CLL_14-2116_S18_L006_R2_001.fastq.gz	CLL_14-2116_S18_L006	GBAEUPQC
CLL_14-2116_S190_L006_R1_001.fastq.gz	CLL_14-2116_S190_L006_R2_001.fastq.gz	CLL_14-2116_S190_L006	EMJXNZJF
CLL_14-2116_S192_L001_R1_001.fastq.gz	CLL_14-2116_S192_L001_R2_001.fastq.gz	CLL_14-2116_S192_L001	BUAJRCBR
CLL_14-2116_S195_L001_R1_001.fastq.gz	CLL_14-2116_S195_L001_R2_001.fastq.gz	CLL_14-2116_S195_L001	SABYRJZZ
CLL_14-2116_S196_L001_R1_001.fastq.gz	CLL_14-2116_S196_L001_R2_001.fastq.gz	CLL_14-2116_S196_L001	QLISPKZH
CLL_14-2116_S198_L001_R1_001.fastq.gz	CLL_14-2116_S198_L001_R2_001.fastq.gz	CLL_14-2116_S198_L001	QDMSICTN
